SH600184	光电股份
SH600185	格力地产
SH600186	莲花味精
SH600187	国中水务
SH600188	兖州煤业
SH600189	吉林森工
SH600190	锦州港
SH600191	华资实业
SH600192	长城电工
SH600193	创兴资源
SH600195	中牧股份
SH600196	复星医药
SH600197	伊力特
SH600198	大唐电信
SH600199	金种子酒
SH600200	江苏吴中
SH600201	金宇集团
SH600202	哈空调
SH600203	福日电子
SH600206	有研硅股
SH600207	安彩高科
SH600208	新湖中宝
SH600209	罗顿发展
SH600210	紫江企业
SH600211	西藏药业
SH600212	江泉实业
SH600213	亚星客车
SH600215	长春经开
SH600216	浙江医药
SH600217	秦岭水泥
SH600218	全柴动力
SH600219	南山铝业
SH600220	江苏阳光
SH600221	海南航空
SH600222	太龙药业
SH600223	鲁商置业
SH600225	天津松江
SH600226	升华拜克
SH600227	赤天化
SH600228	昌九生化
SH600229	青岛碱业
SH600230	沧州大化
SH600231	凌钢股份
SH600232	金鹰股份
SH600233	大杨创世
SH600234	ST天龙
SH600235	民丰特纸
SH600236	桂冠电力
SH600237	铜峰电子
SH600238	海南椰岛
SH600239	云南城投
SH600240	华业地产
SH600241	时代万恒
SH600242	中昌海运
SH600243	青海华鼎
SH600246	万通地产
SH600247	成城股份
SH600248	延长化建
SH600249	两面针
SH600250	*ST南纺
SH600251	冠农股份
SH600252	中恒集团
SH600253	天方药业
SH600255	鑫科材料
SH600256	广汇能源
SH600257	大湖股份
SH600258	首旅股份
SH600259	广晟有色
SH600260	凯乐科技
SH600261	阳光照明
SH600262	北方股份
SH600265	ST景谷
SH600266	北京城建
SH600267	海正药业
SH600268	国电南自
SH600269	赣粤高速
SH600270	外运发展
SH600271	航天信息
SH600272	开开实业
SH600273	华芳纺织
SH600275	武昌鱼
SH600276	恒瑞医药
SH600277	亿利能源
SH600278	东方创业
SH600279	重庆港九
SH600280	南京中商
SH600281	太化股份
SH600282	南钢股份
SH600283	钱江水利
SH600284	浦东建设
SH600285	羚锐制药
SH600287	江苏舜天
SH600288	大恒科技
SH600289	亿阳信通
SH600290	华仪电气
SH600291	西水股份
SH600292	九龙电力
SH600293	三峡新材
SH600295	鄂尔多斯
SH600297	美罗药业
SH600298	安琪酵母
SH600299	蓝星新材
SH600300	维维股份
SH600301	南化股份
SH600302	标准股份
SH600303	曙光股份
SH600305	恒顺醋业
SH600306	商业城
SH600307	酒钢宏兴
SH600308	华泰股份
SH600309	烟台万华
SH600310	桂东电力
SH600311	荣华实业
SH600312	平高电气
SH600313	中农资源
SH600315	上海家化
SH600316	洪都航空
SH600317	营口港
SH600318	巢东股份
SH600319	亚星化学
SH600320	振华重工
SH600321	国栋建设
SH600322	天房发展
SH600323	南海发展
SH600325	华发股份
SH600326	西藏天路
SH600327	大东方
SH600328	兰太实业
SH600329	中新药业
SH600330	天通股份
SH600331	宏达股份
SH600332	广州药业
SH600333	长春燃气
SH600335	国机汽车
SH600336	澳柯玛
SH600337	美克股份
SH600338	*ST珠峰
SH600339	天利高新
SH600340	华夏幸福
SH600343	航天动力
SH600345	长江通信
SH600346	大橡塑
SH600348	阳泉煤业
SH600350	山东高速
SH600351	亚宝药业
SH600352	浙江龙盛
SH600353	旭光股份
SH600354	敦煌种业
SH600355	精伦电子
SH600356	恒丰纸业
SH600358	国旅联合
SH600359	*ST新农
SH600360	华微电子
SH600361	华联综超
SH600362	江西铜业
SH600363	联创光电
SH600365	通葡股份
SH600366	宁波韵升
SH600367	红星发展
SH600368	五洲交通
SH600369	西南证券
SH600370	三房巷
SH600371	万向德农
SH600372	中航电子
SH600373	中文传媒
SH600375	华菱星马
SH600376	首开股份
SH600377	宁沪高速
SH600378	天科股份
SH600379	宝光股份
SH600380	健康元
SH600381	贤成矿业
SH600382	广东明珠
SH600383	金地集团
SH600385	*ST金泰
SH600386	北巴传媒
SH600387	海越股份
SH600388	龙净环保
SH600389	江山股份
SH600390	金瑞科技
SH600391	成发科技
SH600392	*ST天成
SH600393	东华实业
SH600395	盘江股份
SH600396	金山股份
SH600397	安源煤业
SH600398	凯诺科技
SH600399	抚顺特钢
SH600400	红豆股份
SH600401	海润光伏
SH600403	大有能源
SH600405	动力源
SH600406	国电南瑞
SH600408	安泰集团
SH600409	三友化工
SH600410	华胜天成
SH600415	小商品城
SH600416	湘电股份
SH600418	江淮汽车
SH600419	新疆天宏
SH600420	现代制药
SH600421	*ST国药
SH600422	昆明制药
SH600423	柳化股份
SH600425	青松建化
SH600426	华鲁恒升
SH600428	中远航运
SH600429	三元股份
SH600432	吉恩镍业
SH600433	冠豪高新
SH600435	北方导航
SH600436	片仔癀
SH600438	通威股份
SH600439	瑞贝卡
SH600444	国通管业
SH600446	金证股份
SH600448	华纺股份
SH600449	宁夏建材
SH600452	涪陵电力
SH600455	ST博通
SH600456	宝钛股份
SH600458	时代新材
SH600459	贵研铂业
SH600460	士兰微
SH600461	洪城水业
SH600462	*ST石岘
SH600463	空港股份
SH600466	迪康药业
SH600467	好当家
SH600468	百利电气
SH600469	风神股份
SH600470	六国化工
SH600475	华光股份
SH600476	湘邮科技
SH600477	杭萧钢构
SH600478	科力远
SH600479	千金药业
SH600480	凌云股份
SH600481	双良节能
SH600482	风帆股份
SH600483	福建南纺
SH600485	中创信测
SH600486	扬农化工
SH600487	亨通光电
SH600488	天药股份
SH600489	中金黄金
SH600490	中科合臣
SH600491	龙元建设
SH600493	凤竹纺织
SH600495	晋西车轴
SH600496	精工钢构
SH600497	驰宏锌锗
SH600498	烽火通信
SH600499	科达机电
SH600500	中化国际
SH600501	航天晨光
SH600502	安徽水利
SH600503	华丽家族
SH600505	西昌电力
SH600506	香梨股份
SH600507	方大特钢
SH600508	上海能源
SH600509	天富热电
SH600510	黑牡丹
SH600511	国药股份
SH600512	腾达建设
SH600513	联环药业
SH600515	海岛建设
SH600516	方大炭素
SH600517	置信电气
SH600518	康美药业
SH600519	贵州茅台
SH600520	中发科技
SH600521	华海药业
SH600522	中天科技
SH600523	贵航股份
SH600525	长园集团
SH600526	菲达环保
SH600527	江南高纤
SH600528	中铁二局
SH600529	山东药玻
SH600530	交大昂立
SH600531	豫光金铅
SH600532	华阳科技
SH600533	栖霞建设
SH600535	天士力
SH600536	中国软件
SH600537	亿晶光电
SH600538	北海国发
SH600539	ST狮头
SH600540	新赛股份
SH600543	莫高股份
SH600545	新疆城建
SH600546	山煤国际
SH600547	山东黄金
SH600548	深高速
SH600549	厦门钨业
SH600550	天威保变
SH600551	时代出版
SH600552	方兴科技
SH600555	九龙山
SH600557	康缘药业
SH600558	大西洋
SH600559	老白干酒
SH600560	金自天正
SH600561	江西长运
SH600562	高淳陶瓷
SH600563	法拉电子
SH600565	迪马股份
SH600566	洪城股份
SH600567	山鹰纸业
SH600568	中珠控股
SH600569	安阳钢铁
SH600570	恒生电子
SH600571	信雅达
SH600572	康恩贝
SH600573	惠泉啤酒
SH600575	芜湖港
SH600576	万好万家
SH600577	精达股份
SH600578	京能热电
SH600579	*ST黄海
SH600580	卧龙电气
SH600581	八一钢铁
SH600582	天地科技
SH600583	海油工程
SH600584	长电科技
SH600585	海螺水泥
SH600586	金晶科技
SH600587	新华医疗
SH600588	用友软件
SH600589	广东榕泰
SH600590	泰豪科技
SH600592	龙溪股份
SH600593	大连圣亚
SH600594	益佰制药
SH600595	中孚实业
SH600596	新安股份
SH600597	光明乳业
SH600598	北大荒
SH600599	熊猫烟花
SH600600	青岛啤酒
SH600601	方正科技
SH600602	仪电电子
SH600603	*ST兴业
SH600604	市北高新
SH600605	汇通能源
SH600606	金丰投资
SH600608	ST沪科
SH600609	金杯汽车
SH600610	S中纺机
SH600611	大众交通
SH600612	老凤祥
SH600613	永生投资
SH600614	鼎立股份
SH600615	丰华股份
SH600616	金枫酒业
SH600617	ST联华
SH600618	氯碱化工
SH600619	海立股份
SH600620	天宸股份
SH600621	上海金陵
SH600622	嘉宝集团
SH600623	双钱股份
SH600624	复旦复华
SH600626	申达股份
SH600628	新世界
SH600629	棱光实业
SH600630	龙头股份
SH600633	浙报传媒
SH600634	ST澄海
SH600635	大众公用
SH600636	三爱富
SH600637	百视通
SH600638	新黄浦
SH600639	浦东金桥
SH600640	号百控股
SH600641	万业企业
SH600642	申能股份
SH600643	爱建股份
SH600644	乐山电力
SH600645	中源协和
SH600647	同达创业
SH600648	外高桥
SH600649	城投控股
SH600650	锦江投资
SH600651	飞乐音响
SH600652	爱使股份
SH600653	申华控股
SH600654	飞乐股份
SH600655	豫园商城
SH600656	ST博元
SH600657	信达地产
SH600658	电子城
SH600660	福耀玻璃
SH600661	新南洋
SH600662	强生控股
SH600663	陆家嘴
SH600664	哈药股份
SH600665	天地源
SH600666	西南药业
SH600667	太极实业
SH600668	尖峰集团
SH600671	ST天目
SH600673	东阳光铝
SH600674	川投能源
SH600675	中华企业
SH600676	交运股份
SH600677	航天通信
SH600678	*ST金顶
SH600679	金山开发
SH600680	上海普天
SH600681	ST万鸿
SH600682	南京新百
SH600683	京投银泰
SH600684	珠江实业
SH600685	广船国际
SH600686	金龙汽车
SH600687	刚泰控股
SH600688	S上石化
SH600689	上海三毛
SH600690	青岛海尔
SH600691	*ST东碳
SH600692	亚通股份
SH600693	东百集团
SH600694	大商股份
SH600695	大江股份
SH600696	多伦股份
SH600697	欧亚集团
SH600698	*ST轻骑
SH600699	均胜电子
SH600701	工大高新
SH600702	沱牌舍得
SH600703	三安光电
SH600704	物产中大
SH600705	ST航投
SH600706	曲江文旅
SH600707	彩虹股份
SH600708	海博股份
SH600710	常林股份
SH600711	盛屯矿业
SH600712	南宁百货
SH600713	南京医药
SH600714	金瑞矿业
SH600715	松辽汽车
SH600716	凤凰股份
SH600717	天津港
SH600718	东软集团
SH600719	大连热电
SH600720	祁连山
SH600721	百花村
SH600722	ST金化
SH600723	首商股份
SH600724	宁波富达
SH600725	云维股份
SH600726	华电能源
SH600727	鲁北化工
SH600728	佳都新太
SH600729	重庆百货
SH600730	中国高科
SH600731	湖南海利
SH600732	上海新梅
SH600733	S*ST前锋
SH600734	实达集团
SH600735	新华锦
SH600736	苏州高新
SH600737	中粮屯河
SH600738	兰州民百
SH600739	辽宁成大
SH600740	山西焦化
SH600741	华域汽车
SH600742	一汽富维
SH600743	华远地产
SH600744	华银电力
SH600745	中茵股份
SH600746	江苏索普
SH600747	大连控股
SH600748	上实发展
SH600749	西藏旅游
SH600750	江中药业
SH600751	SST天海
SH600753	东方银星
SH600754	锦江股份
SH600755	厦门国贸
SH600756	浪潮软件
SH600757	长江传媒
SH600758	红阳能源
SH600759	正和股份
SH600760	中航黑豹
SH600761	安徽合力
SH600763	通策医疗
SH600764	中电广通
SH600765	中航重机
SH600766	*ST园城
SH600767	运盛实业
SH600768	宁波富邦
SH600769	ST祥龙
SH600770	综艺股份
SH600771	ST东盛
SH600773	西藏城投
SH600774	汉商集团
SH600775	南京熊猫
SH600776	东方通信
SH600777	新潮实业
SH600778	友好集团
SH600779	水井坊
SH600780	通宝能源
SH600781	上海辅仁
SH600782	新钢股份
SH600783	鲁信创投
SH600784	鲁银投资
SH600785	新华百货
SH600787	中储股份
SH600789	鲁抗医药
SH600790	轻纺城
SH600791	京能置业
SH600792	云煤能源
SH600793	ST宜纸
SH600794	保税科技
SH600795	国电电力
SH600796	钱江生化
SH600797	浙大网新
SH600798	宁波海运
SH600800	天津磁卡
SH600801	华新水泥
SH600802	福建水泥
SH600803	威远生化
SH600804	鹏博士
SH600805	悦达投资
SH600806	昆明机床
SH600807	天业股份
SH600808	马钢股份
SH600809	山西汾酒
SH600810	神马股份
SH600811	东方集团
SH600812	华北制药
SH600814	杭州解百
SH600815	厦工股份
SH600816	安信信托
SH600818	中路股份
SH600819	耀皮玻璃
SH600820	隧道股份
SH600821	津劝业
SH600822	上海物贸
SH600823	世茂股份
SH600824	益民集团
SH600825	新华传媒
SH600826	兰生股份
SH600827	友谊股份
SH600828	成商集团
SH600829	三精制药
SH600830	香溢融通
SH600831	广电网络
SH600832	东方明珠
SH600833	第一医药
SH600834	申通地铁
SH600835	上海机电
SH600836	界龙实业
SH600837	海通证券
SH600838	上海九百
SH600839	四川长虹
SH600841	上柴股份
SH600843	上工申贝
SH600844	丹化科技
SH600845	宝信软件
SH600846	同济科技
SH600847	万里股份
SH600848	自仪股份
SH600850	华东电脑
SH600851	海欣股份
SH600853	龙建股份
SH600854	春兰股份
SH600855	航天长峰
SH600856	长百集团
SH600857	工大首创
SH600858	银座股份
SH600859	王府井
SH600860	北人股份
SH600861	北京城乡
SH600862	南通科技
SH600863	内蒙华电
SH600864	哈投股份
SH600865	百大集团
SH600866	星湖科技
SH600867	通化东宝
SH600868	梅雁吉祥
SH600869	三普药业
SH600870	ST厦华
SH600871	S仪化
SH600872	中炬高新
SH600873	梅花集团
SH600874	创业环保
SH600875	东方电气
SH600876	洛阳玻璃
SH600877	*ST嘉陵
SH600879	航天电子
SH600880	博瑞传播
SH600881	亚泰集团
SH600882	华联矿业
SH600883	博闻科技
SH600884	杉杉股份
SH600885	ST宏发
SH600886	国投电力
SH600887	伊利股份
SH600888	新疆众和
SH600889	南京化纤
SH600890	中房股份
SH600891	秋林集团
SH600892	ST宝诚
SH600893	航空动力
SH600894	广日股份
SH600895	张江高科
SH600896	中海海盛
SH600897	厦门空港
SH600898	三联商社
SH600900	长江电力
SH600960	渤海活塞
SH600961	株冶集团
SH600962	国投中鲁
SH600963	岳阳林纸
SH600965	福成五丰
SH600966	博汇纸业
SH600967	北方创业
SH600969	郴电国际
SH600970	中材国际
SH600971	恒源煤电
SH600973	宝胜股份
SH600975	新五丰
SH600976	武汉健民
SH600978	宜华木业
SH600979	广安爱众
SH600980	北矿磁材
SH600981	汇鸿股份
SH600982	宁波热电
SH600983	合肥三洋
SH600984	建设机械
SH600985	雷鸣科化
SH600986	科达股份
SH600987	航民股份
SH600988	ST宝龙
SH600990	四创电子
SH600992	贵绳股份
SH600993	马应龙
SH600995	文山电力
SH600997	开滦股份
SH600998	九州通
SH600999	招商证券
SH601000	唐山港
SH601001	大同煤业
SH601002	晋亿实业
SH601003	柳钢股份
SH601005	重庆钢铁
SH601006	大秦铁路
SH601007	金陵饭店
SH601008	连云港
SH601009	南京银行
SH601010	文峰股份
SH601011	宝泰隆
SH601012	隆基股份
SH601018	宁波港
SH601028	玉龙股份
SH601038	一拖股份
SH601058	赛轮股份
SH601088	中国神华
SH601098	中南传媒
SH601099	太平洋
SH601100	恒立油缸
SH601101	昊华能源
SH601106	中国一重
SH601107	四川成渝
SH601111	中国国航
SH601113	华鼎锦纶
SH601116	三江购物
SH601117	中国化学
SH601118	海南橡胶
SH601126	四方股份
SH601137	博威合金
SH601139	深圳燃气
SH601158	重庆水务
SH601166	兴业银行
SH601168	西部矿业
SH601169	北京银行
SH601177	杭齿前进
SH601179	中国西电
SH601186	中国铁建
SH601188	龙江交通
SH601199	江南水务
SH601208	东材科技
SH601216	内蒙君正
SH601218	吉鑫科技
SH601222	林洋电子
SH601231	环旭电子
SH601233	桐昆股份
SH601238	广汽集团
SH601258	庞大集团
SH601268	二重重装
SH601288	农业银行
SH601299	中国北车
SH601311	骆驼股份
SH601313	江南嘉捷
SH601318	中国平安
SH601328	交通银行
SH601333	广深铁路
SH601336	新华保险
SH601339	百隆东方
SH601369	陕鼓动力
SH601377	兴业证券
SH601388	怡球资源
SH601390	中国中铁
SH601398	工商银行
SH601515	东风股份
SH601518	吉林高速
SH601519	大智慧
SH601555	东吴证券
SH601558	华锐风电
SH601566	九牧王
SH601567	三星电气
SH601588	北辰实业
SH601599	鹿港科技
SH601600	中国铝业
SH601601	中国太保
SH601607	上海医药
SH601608	中信重工
SH601616	广电电气
SH601618	中国中冶
SH601628	中国人寿
SH601633	长城汽车
SH601636	旗滨集团
SH601666	平煤股份
SH601668	中国建筑
SH601669	中国水电
SH601677	明泰铝业
SH601678	滨化股份
SH601688	华泰证券
SH601699	潞安环能
SH601700	风范股份
SH601717	郑煤机
SH601718	际华集团
SH601727	上海电气
SH601766	中国南车
SH601777	力帆股份
SH601788	光大证券
SH601789	宁波建工
SH601798	蓝科高新
SH601799	星宇股份
SH601800	中国交建
SH601801	皖新传媒
SH601808	中海油服
SH601818	光大银行
SH601857	中国石油
SH601866	中海集运
SH601872	招商轮船
SH601877	正泰电器
SH601880	大连港
SH601886	江河幕墙
SH601888	中国国旅
SH601890	亚星锚链
SH601898	中煤能源
SH601899	紫金矿业
SH601901	方正证券
SH601908	京运通
SH601918	国投新集
SH601919	中国远洋
SH601928	凤凰传媒
SH601929	吉视传媒
SH601933	永辉超市
SH601939	建设银行
SH601958	金钼股份
SH601965	中国汽研
SH601988	中国银行
SH601989	中国重工
SH601991	大唐发电
SH601992	金隅股份
SH601996	丰林集团
SH601998	中信银行
SH601999	出版传媒
SH603000	人民网
SH603001	奥康国际
SH603002	宏昌电子
SH603003	龙宇燃油
SH603008	喜临门
SH603077	和邦股份
SH603123	翠微股份
SH603128	华贸物流
SH603167	渤海轮渡
SH603333	明星电缆
SH603366	日出东方
SH603399	新华龙
SH603766	隆鑫通用
SH603993	洛阳钼业
SZ000001	平安银行
SZ000002	万科A
SZ000004	国农科技
SZ000005	世纪星源
SZ000006	深振业A
SZ000007	零七股份
SZ000008	ST宝利来
SZ000009	中国宝安
SZ000010	SST华新
SZ000011	深物业A
SZ000012	南玻A
SZ000014	沙河股份
SZ000016	深康佳A
SZ000017	*ST中华A
SZ000018	ST中冠A
SZ000019	深深宝A
SZ000020	深华发A
SZ000021	长城开发
SZ000022	深赤湾A
SZ000023	深天地A
SZ000024	招商地产
SZ000025	特力A
SZ000026	飞亚达A
SZ000027	深圳能源
SZ000028	国药一致
SZ000029	深深房A
SZ000030	*ST盛润A
SZ000031	中粮地产
SZ000032	深桑达A
SZ000033	新都酒店
SZ000034	深信泰丰
SZ000036	华联控股
SZ000037	深南电A
SZ000039	中集集团
SZ000040	宝安地产
SZ000042	深长城
SZ000043	中航地产
SZ000045	深纺织A
SZ000046	泛海建设
SZ000048	康达尔
SZ000049	德赛电池
SZ000050	深天马A
SZ000055	方大集团
SZ000056	*ST国商
SZ000058	深赛格
SZ000059	辽通化工
SZ000060	中金岭南
SZ000061	农产品
SZ000062	深圳华强
SZ000063	中兴通讯
SZ000065	北方国际
SZ000066	长城电脑
SZ000068	ST三星
SZ000069	华侨城A
SZ000070	特发信息
SZ000078	海王生物
SZ000088	盐田港
SZ000089	深圳机场
SZ000090	深天健
SZ000096	广聚能源
SZ000099	中信海直
SZ000100	TCL集团
SZ000150	宜华地产
SZ000151	中成股份
SZ000153	丰原药业
SZ000155	*ST川化
SZ000156	华数传媒
SZ000157	中联重科
SZ000158	常山股份
SZ000159	国际实业
SZ000301	东方市场
SZ000338	潍柴动力
SZ000400	许继电气
SZ000401	冀东水泥
SZ000402	金融街
SZ000404	华意压缩
SZ000407	胜利股份
SZ000408	金谷源
SZ000409	ST泰复
SZ000410	沈阳机床
SZ000411	英特集团
SZ000413	宝石A
SZ000415	渤海租赁
SZ000416	民生投资
SZ000417	合肥百货
SZ000418	小天鹅A
SZ000419	通程控股
SZ000420	*ST吉纤
SZ000421	南京中北
SZ000422	湖北宜化
SZ000423	东阿阿胶
SZ000425	徐工机械
SZ000426	兴业矿业
SZ000428	华天酒店
SZ000429	粤高速A
SZ000430	张家界
SZ000488	晨鸣纸业
SZ000501	鄂武商A
SZ000502	绿景控股
SZ000503	海虹控股
SZ000504	ST传媒
SZ000505	ST珠江
SZ000506	中润资源
SZ000507	珠海港
SZ000509	SST华塑
SZ000510	金路集团
SZ000511	银基发展
SZ000513	丽珠集团
SZ000514	渝开发
SZ000516	开元投资
SZ000517	荣安地产
SZ000518	四环生物
SZ000519	江南红箭
SZ000520	长航凤凰
SZ000521	美菱电器
SZ000522	白云山A
SZ000523	广州浪奇
SZ000524	东方宾馆
SZ000525	红太阳
SZ000526	银润投资
SZ000527	美的电器
SZ000528	柳工
SZ000529	广弘控股
SZ000530	大冷股份
SZ000531	穗恒运A
SZ000532	力合股份
SZ000533	万家乐
SZ000534	万泽股份
SZ000536	华映科技
SZ000537	广宇发展
SZ000538	云南白药
SZ000539	粤电力A
SZ000540	中天城投
SZ000541	佛山照明
SZ000543	皖能电力
SZ000544	中原环保
SZ000545	*ST吉药
SZ000546	光华控股
SZ000547	闽福发A
SZ000548	湖南投资
SZ000550	江铃汽车
SZ000551	创元科技
SZ000552	靖远煤电
SZ000553	沙隆达A
SZ000554	泰山石油
SZ000555	ST太光
SZ000558	莱茵置业
SZ000559	万向钱潮
SZ000560	昆百大A
SZ000561	烽火电子
SZ000562	宏源证券
SZ000563	陕国投A
SZ000564	西安民生
SZ000565	渝三峡A
SZ000566	海南海药
SZ000567	海德股份
SZ000568	泸州老窖
SZ000570	苏常柴A
SZ000571	新大洲A
SZ000572	海马汽车
SZ000573	粤宏远A
SZ000576	*ST甘化
SZ000581	威孚高科
SZ000582	北海港
SZ000584	友利控股
SZ000585	*ST东电
SZ000586	汇源通信
SZ000587	金叶珠宝
SZ000589	黔轮胎A
SZ000590	紫光古汉
SZ000591	桐君阁
SZ000592	中福实业
SZ000593	大通燃气
SZ000594	国恒铁路
SZ000595	*ST西轴
SZ000596	古井贡酒
SZ000597	东北制药
SZ000598	兴蓉投资
SZ000599	青岛双星
SZ000600	建投能源
SZ000601	韶能股份
SZ000602	金马集团
SZ000603	盛达矿业
SZ000605	*ST四环
SZ000606	青海明胶
SZ000607	华智控股
SZ000608	阳光股份
SZ000609	绵世股份
SZ000610	西安旅游
SZ000611	四海股份
SZ000612	焦作万方
SZ000613	ST东海A
SZ000615	湖北金环
SZ000616	亿城股份
SZ000617	石油济柴
SZ000619	海螺型材
SZ000620	新华联
SZ000623	吉林敖东
SZ000625	长安汽车
SZ000626	如意集团
SZ000627	天茂集团
SZ000628	高新发展
SZ000629	攀钢钒钛
SZ000630	铜陵有色
SZ000631	顺发恒业
SZ000632	三木集团
SZ000633	ST合金
SZ000635	英力特
SZ000636	风华高科
SZ000637	茂化实华
SZ000638	万方地产
SZ000639	西王食品
SZ000650	仁和药业
SZ000651	格力电器
SZ000652	泰达股份
SZ000655	金岭矿业
SZ000656	金科股份
SZ000659	珠海中富
SZ000661	长春高新
SZ000662	*ST索芙
SZ000663	永安林业
SZ000665	湖北广电
SZ000666	经纬纺机
SZ000667	名流置业
SZ000668	荣丰控股
SZ000669	*ST领先
SZ000671	阳光城
SZ000673	ST当代
SZ000676	ST思达
SZ000677	*ST海龙
SZ000678	襄阳轴承
SZ000679	大连友谊
SZ000680	山推股份
SZ000682	东方电子
SZ000683	远兴能源
SZ000685	中山公用
SZ000686	东北证券
SZ000687	保定天鹅
SZ000690	宝新能源
SZ000691	亚太实业
SZ000692	惠天热电
SZ000695	滨海能源
SZ000697	炼石有色
SZ000698	沈阳化工
SZ000700	模塑科技
SZ000701	厦门信达
SZ000702	正虹科技
SZ000703	恒逸石化
SZ000705	浙江震元
SZ000707	双环科技
SZ000708	大冶特钢
SZ000709	河北钢铁
SZ000710	天兴仪表
SZ000711	天伦置业
SZ000712	锦龙股份
SZ000713	丰乐种业
SZ000715	中兴商业
SZ000716	南方食品
SZ000717	韶钢松山
SZ000718	苏宁环球
SZ000719	大地传媒
SZ000720	*ST能山
SZ000721	西安饮食
SZ000722	湖南发展
SZ000723	美锦能源
SZ000725	京东方A
SZ000726	鲁泰A
SZ000727	华东科技
SZ000728	国元证券
SZ000729	燕京啤酒
SZ000731	四川美丰
SZ000732	泰禾集团
SZ000733	振华科技
SZ000735	罗牛山
SZ000736	中房地产
SZ000737	南风化工
SZ000738	中航动控
SZ000739	普洛股份
SZ000748	长城信息
SZ000750	国海证券
SZ000751	*ST锌业
SZ000752	西藏发展
SZ000753	漳州发展
SZ000755	山西三维
SZ000756	新华制药
SZ000758	中色股份
SZ000759	中百集团
SZ000760	博盈投资
SZ000761	本钢板材
SZ000762	西藏矿业
SZ000766	通化金马
SZ000767	*ST漳电
SZ000768	西飞国际
SZ000776	广发证券
SZ000777	中核科技
SZ000778	新兴铸管
SZ000779	三毛派神
SZ000780	平庄能源
SZ000782	美达股份
SZ000783	长江证券
SZ000785	武汉中商
SZ000786	北新建材
SZ000788	西南合成
SZ000789	江西水泥
SZ000790	华神集团
SZ000791	西北化工
SZ000792	盐湖股份
SZ000793	华闻传媒
SZ000795	太原刚玉
SZ000796	易食股份
SZ000797	中国武夷
SZ000798	中水渔业
SZ000799	酒鬼酒
SZ000800	一汽轿车
SZ000801	四川九洲
SZ000802	北京旅游
SZ000803	金宇车城
