-107.6957502594	1.#INF0e+000
-89.7381709797	1.66744e-001
-82.1196891470	8.48968e-002
-80.7911423869	1.61782e-002
-80.4665347613	4.01786e-003
-80.2885831422	2.21150e-003
-80.2143509711	9.24567e-004
-84.0151135430	-4.73826e-002
-84.0238740412	-1.04273e-004
-84.0188388759	5.99254e-005
